statement,true,animals,cities,companies,elements,facts,generated,inventions,split
The platypus has a habitat of various.,0,1,0,0,0,0,0,0,train
The camel uses flying for locomotion.,0,1,0,0,0,0,0,0,calibration
"Human uses for chicken include meat, eggs.",1,1,0,0,0,0,0,0,train
The cat isn't very social but is adored by many humans and has retractable claws for climbing and hunting.,1,1,0,0,0,0,0,0,train
The snake has a diet of herbivore.,0,1,0,0,0,0,0,0,test
The raccoon uses flying for locomotion.,0,1,0,0,0,0,0,0,test
"Human uses for leopard include pets, pest control.",0,1,0,0,0,0,0,0,calibration
The moose uses walking/swimming for locomotion.,0,1,0,0,0,0,0,0,test
The dolphin is highly intelligent and known for its playful and social behavior.,1,1,0,0,0,0,0,0,calibration
"The rhinoceros has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0,1,0,0,0,0,0,0,train
"The camel is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0,1,0,0,0,0,0,0,train
The porcupine uses flying for locomotion.,0,1,0,0,0,0,0,0,test
The frog is a amphibian.,1,1,0,0,0,0,0,0,calibration
The goldfish can recognize human faces and has a memory span of around three months.,1,1,0,0,0,0,0,0,calibration
"Human uses for walrus include pets, research.",0,1,0,0,0,0,0,0,train
The porcupine has a diet of carnivore.,0,1,0,0,0,0,0,0,train
The camel is a mammal.,1,1,0,0,0,0,0,0,test
"The bee is a social insect that lives in colonies with a queen, workers, and drones.",1,1,0,0,0,0,0,0,train
The platypus can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,0,1,0,0,0,0,0,0,calibration
The tuna has a diet of carnivore.,1,1,0,0,0,0,0,0,calibration
The tortoise has a diet of  carnivore.,0,1,0,0,0,0,0,0,train
The goldfish has the atomic number of mammal.,0,1,0,0,0,0,0,0,test
The tuna is a fast swimmer and can maintain high speeds for extended periods of time.,1,1,0,0,0,0,0,0,test
"Human uses for skunk include research, conservation.",0,1,0,0,0,0,0,0,train
The chicken has a habitat of various.,0,1,0,0,0,0,0,0,calibration
"Human uses for salmon include conservation, research, zoos.",0,1,0,0,0,0,0,0,train
The polar bear primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0,1,0,0,0,0,0,0,calibration
The hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings.,1,1,0,0,0,0,0,0,train
The penguin has the atomic number of mammal.,0,1,0,0,0,0,0,0,calibration
"Human uses for armadillo include tourism, research.",0,1,0,0,0,0,0,0,train
The jellyfish has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The goldfish has a habitat of freshwater.,1,1,0,0,0,0,0,0,calibration
The giant anteater has a diet of insectivore.,1,1,0,0,0,0,0,0,train
"Human uses for elephant include work, tourism, conservation.",1,1,0,0,0,0,0,0,train
The hippopotamus has a diet of herbivore.,1,1,0,0,0,0,0,0,calibration
The polar bear has a habitat of various.,0,1,0,0,0,0,0,0,calibration
The goat uses flying for locomotion.,0,1,0,0,0,0,0,0,train
The dog has a habitat of freshwater.,0,1,0,0,0,0,0,0,test
The octopus has a diet of insectivore.,0,1,0,0,0,0,0,0,train
The deer has a habitat of forest/urban.,0,1,0,0,0,0,0,0,train
"The parrot is known for its bright colors, intelligence, and ability to mimic human speech.",1,1,0,0,0,0,0,0,train
The armadillo has the atomic number of reptile.,0,1,0,0,0,0,0,0,test
The iguana uses climbing for locomotion.,1,1,0,0,0,0,0,0,test
There are no specific human uses for sparrow.,1,1,0,0,0,0,0,0,test
There are no specific human uses for frog.,1,1,0,0,0,0,0,0,test
"Human uses for flamingo include tourism, research, zoos.",1,1,0,0,0,0,0,0,train
"The rat feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",0,1,0,0,0,0,0,0,train
The raccoon has a habitat of forest/urban.,1,1,0,0,0,0,0,0,train
The koala is a mammal.,1,1,0,0,0,0,0,0,train
The wolverine uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The salmon has a diet of herbivore.,0,1,0,0,0,0,0,0,calibration
The porcupine is the largest primate and exhibits complex social behavior.,0,1,0,0,0,0,0,0,train
There are no specific human uses for hippopotamus.,1,1,0,0,0,0,0,0,train
The sea turtle has a habitat of marine.,1,1,0,0,0,0,0,0,train
The snake has a habitat of terrestrial.,1,1,0,0,0,0,0,0,test
"Human uses for iguana include pets, research.",1,1,0,0,0,0,0,0,test
The lion has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The salmon uses swimming for locomotion.,1,1,0,0,0,0,0,0,train
The raccoon has a diet of carnivore.,0,1,0,0,0,0,0,0,test
The bat is a mammal.,1,1,0,0,0,0,0,0,train
The gecko has a habitat of various.,1,1,0,0,0,0,0,0,calibration
The horse has a habitat of farmland/domestic.,1,1,0,0,0,0,0,0,test
The dolphin has a habitat of urban/old-world habitats.,0,1,0,0,0,0,0,0,train
The llama has thick wool for insulation and can spit when threatened or annoyed.,1,1,0,0,0,0,0,0,train
The axolotl has a habitat of freshwater.,1,1,0,0,0,0,0,0,calibration
The peacock uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The tortoise has a diet of herbivore.,1,1,0,0,0,0,0,0,train
The sea turtle has a diet of varies.,1,1,0,0,0,0,0,0,calibration
The giant anteater has a habitat of savanna.,0,1,0,0,0,0,0,0,calibration
The cow uses walking for locomotion.,1,1,0,0,0,0,0,0,calibration
"Human uses for bison include conservation, meat, leather.",1,1,0,0,0,0,0,0,test
The rhinoceros has a diet of herbivore.,1,1,0,0,0,0,0,0,train
"The sea turtle has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",0,1,0,0,0,0,0,0,train
"Human uses for zebra include conservation, research.",0,1,0,0,0,0,0,0,test
There are no specific human uses for mongoose.,1,1,0,0,0,0,0,0,train
The frog has a habitat of freshwater.,1,1,0,0,0,0,0,0,train
The eagle has the atomic number of mammal.,0,1,0,0,0,0,0,0,calibration
The iguana has a habitat of various.,1,1,0,0,0,0,0,0,train
The bat has a diet of insectivore.,0,1,0,0,0,0,0,0,train
The pigeon has a diet of herbivore.,1,1,0,0,0,0,0,0,train
The walrus has a habitat of forest/urban.,0,1,0,0,0,0,0,0,train
"Human uses for swan include pets, research, conservation.",0,1,0,0,0,0,0,0,train
The kangaroo uses hopping for locomotion.,1,1,0,0,0,0,0,0,train
There are no specific human uses for dog.,0,1,0,0,0,0,0,0,train
"Human uses for platypus include conservation, research, zoos.",0,1,0,0,0,0,0,0,test
"Human uses for rabbit include pets, meat, fur.",1,1,0,0,0,0,0,0,test
The beaver is a mammal.,1,1,0,0,0,0,0,0,train
The llama has a habitat of mountain bamboo forest.,0,1,0,0,0,0,0,0,calibration
"Human uses for polar bear include conservation, research.",1,1,0,0,0,0,0,0,train
The cat has a diet of omnivore.,0,1,0,0,0,0,0,0,train
"Human uses for whale include tourism, research, conservation.",1,1,0,0,0,0,0,0,calibration
The gecko is a reptile.,1,1,0,0,0,0,0,0,train
The dolphin has the atomic number of crustacean.,0,1,0,0,0,0,0,0,calibration
"The hippopotamus is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,1,0,0,0,0,0,0,train
The goldfish has a diet of carnivore.,0,1,0,0,0,0,0,0,calibration
The cheetah uses walking for locomotion.,0,1,0,0,0,0,0,0,train
"The leopard has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",1,1,0,0,0,0,0,0,calibration
There are no specific human uses for cow.,0,1,0,0,0,0,0,0,train
The sparrow has a habitat of urban/wild.,1,1,0,0,0,0,0,0,calibration
The octopus has a habitat of various.,0,1,0,0,0,0,0,0,train
"The axolotl primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0,1,0,0,0,0,0,0,train
The mongoose is known as the 'king of the jungle' and exhibits complex social behavior with a pride structure.,0,1,0,0,0,0,0,0,calibration
The seahorse uses walking for locomotion.,0,1,0,0,0,0,0,0,train
The elephant is a mammal.,1,1,0,0,0,0,0,0,test
The crocodile has the atomic number of mammal.,0,1,0,0,0,0,0,0,test
The tiger uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The gecko has a diet of insectivore.,1,1,0,0,0,0,0,0,test
"The armadillo has a hard, bony armor for protection and can curl into a ball to defend itself.",1,1,0,0,0,0,0,0,train
The alpaca uses swimming for locomotion.,0,1,0,0,0,0,0,0,calibration
The pigeon has thick white fur for insulation and black skin to absorb heat.,0,1,0,0,0,0,0,0,train
The bison has a habitat of various.,0,1,0,0,0,0,0,0,train
"The otter has a thick, water-resistant fur and uses tools to crack open shellfish.",1,1,0,0,0,0,0,0,calibration
The lobster has a diet of omnivore.,1,1,0,0,0,0,0,0,calibration
"The skunk has a pouch for carrying and nursing its young, called joeys.",0,1,0,0,0,0,0,0,train
The platypus has a habitat of freshwater.,1,1,0,0,0,0,0,0,test
The goat has a habitat of various.,0,1,0,0,0,0,0,0,train
The peacock has the atomic number of mammal.,0,1,0,0,0,0,0,0,train
"The giraffe has an extremely long neck, which enables it to reach leaves on tall trees.",1,1,0,0,0,0,0,0,train
"Human uses for kangaroo include research, conservation.",0,1,0,0,0,0,0,0,train
The otter has the atomic number of fish.,0,1,0,0,0,0,0,0,train
There are no specific human uses for horse.,0,1,0,0,0,0,0,0,train
The cheetah has the atomic number of insect.,0,1,0,0,0,0,0,0,calibration
"Human uses for eagle include research, conservation.",0,1,0,0,0,0,0,0,calibration
The jellyfish has a diet of herbivore.,0,1,0,0,0,0,0,0,test
The giraffe uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The hyena has the atomic number of bird.,0,1,0,0,0,0,0,0,train
"The rhinoceros has thick skin and one or two horns made of keratin, and is often targeted by poachers for its horn.",1,1,0,0,0,0,0,0,calibration
The lion has a habitat of grassland.,1,1,0,0,0,0,0,0,test
"The cassowary is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",1,1,0,0,0,0,0,0,train
The tarantula has the atomic number of insect.,0,1,0,0,0,0,0,0,calibration
"Human uses for axolotl include conservation, research, zoos.",0,1,0,0,0,0,0,0,calibration
There are no specific human uses for tiger.,0,1,0,0,0,0,0,0,calibration
The squirrel is a mammal.,1,1,0,0,0,0,0,0,test
The pigeon uses flying for locomotion.,1,1,0,0,0,0,0,0,test
The wolverine has a diet of herbivore.,0,1,0,0,0,0,0,0,train
The armadillo has a habitat of mountain bamboo forest.,0,1,0,0,0,0,0,0,calibration
The rat has a habitat of freshwater.,0,1,0,0,0,0,0,0,calibration
There are no specific human uses for skunk.,1,1,0,0,0,0,0,0,train
The chimpanzee is a mammal.,1,1,0,0,0,0,0,0,train
The seagull uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The rat is a mammal.,1,1,0,0,0,0,0,0,calibration
The hedgehog is a mammal.,1,1,0,0,0,0,0,0,calibration
The otter has a habitat of forest.,0,1,0,0,0,0,0,0,train
"The tiger is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0,1,0,0,0,0,0,0,train
The dolphin uses swimming for locomotion.,1,1,0,0,0,0,0,0,train
"The panda primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",1,1,0,0,0,0,0,0,calibration
The cat is a mammal.,1,1,0,0,0,0,0,0,calibration
The parrot has a habitat of coastal.,0,1,0,0,0,0,0,0,calibration
The tarantula has a habitat of urban/old-world habitats.,0,1,0,0,0,0,0,0,train
The bison uses walking/swimming for locomotion.,0,1,0,0,0,0,0,0,train
The hyena is a mammal.,1,1,0,0,0,0,0,0,train
"The lion has antlers that are shed and regrown annually, and is a good swimmer.",0,1,0,0,0,0,0,0,train
"The penguin has a hard, bony armor for protection and can curl into a ball to defend itself.",0,1,0,0,0,0,0,0,calibration
The otter has long ears for detecting predators and strong hind legs for escaping.,0,1,0,0,0,0,0,0,calibration
The slug lacks a shell and secretes a slimy mucus for protection and locomotion.,1,1,0,0,0,0,0,0,calibration
The hummingbird has a diet of nectar.,1,1,0,0,0,0,0,0,calibration
"Human uses for swan include tourism, ornamental displays.",1,1,0,0,0,0,0,0,train
"Human uses for cassowary include pets, research, conservation.",0,1,0,0,0,0,0,0,test
"Human uses for tiger include conservation, research, zoos.",1,1,0,0,0,0,0,0,calibration
"Human uses for rhinoceros include work, tourism, conservation.",0,1,0,0,0,0,0,0,calibration
The panda has a habitat of mountain bamboo forest.,1,1,0,0,0,0,0,0,train
The porcupine has a habitat of marine.,0,1,0,0,0,0,0,0,train
The whale has a habitat of various.,0,1,0,0,0,0,0,0,train
The mongoose has a diet of herbivore.,0,1,0,0,0,0,0,0,calibration
The gecko has a habitat of forest.,0,1,0,0,0,0,0,0,test
"Human uses for moose include research, conservation.",0,1,0,0,0,0,0,0,train
"The alpaca has thick, luxurious wool and is a smaller relative of the llama.",1,1,0,0,0,0,0,0,test
The gecko has the atomic number of crustacean.,0,1,0,0,0,0,0,0,test
The ostrich is a bird.,1,1,0,0,0,0,0,0,train
The horse has strong hind legs for powerful jumps and kicks.,1,1,0,0,0,0,0,0,train
The rhinoceros has a habitat of marine.,0,1,0,0,0,0,0,0,test
The deer has a diet of herbivore.,1,1,0,0,0,0,0,0,train
The axolotl has a diet of herbivore.,0,1,0,0,0,0,0,0,test
"Human uses for chimpanzee include tourism, zoos, meat.",0,1,0,0,0,0,0,0,train
The iguana has a habitat of coastal.,0,1,0,0,0,0,0,0,calibration
The bat has a habitat of various.,1,1,0,0,0,0,0,0,train
The snake is a reptile.,1,1,0,0,0,0,0,0,train
"The iguana has a long, whip-like tail for defense and can change color to regulate body temperature.",1,1,0,0,0,0,0,0,calibration
The shark has the atomic number of mammal.,0,1,0,0,0,0,0,0,train
The crocodile has a diet of  carnivore.,1,1,0,0,0,0,0,0,train
"The cassowary has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",0,1,0,0,0,0,0,0,train
"The hippopotamus spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",1,1,0,0,0,0,0,0,test
The iguana has a diet of carnivore.,0,1,0,0,0,0,0,0,test
The frog uses walking for locomotion.,0,1,0,0,0,0,0,0,test
"The horse has a hard, bony armor for protection and can curl into a ball to defend itself.",0,1,0,0,0,0,0,0,train
"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",1,1,0,0,0,0,0,0,train
The iguana is a reptile.,1,1,0,0,0,0,0,0,train
The hummingbird uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The giant anteater has a habitat of grassland/forest.,1,1,0,0,0,0,0,0,train
The beaver uses walking for locomotion.,0,1,0,0,0,0,0,0,train
The hyena has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The beaver has the atomic number of bird.,0,1,0,0,0,0,0,0,calibration
"The hyena has distinctive black and white stripes, which may help deter flies and provide camouflage.",0,1,0,0,0,0,0,0,train
The swan has the atomic number of reptile.,0,1,0,0,0,0,0,0,train
The panda is a mammal.,1,1,0,0,0,0,0,0,test
"Human uses for iguana include conservation, research, zoos.",0,1,0,0,0,0,0,0,train
The vulture has a diet of carnivore.,1,1,0,0,0,0,0,0,test
The rat has a diet of herbivore.,0,1,0,0,0,0,0,0,calibration
The otter has a diet of carnivore.,1,1,0,0,0,0,0,0,calibration
The bee is a insect.,1,1,0,0,0,0,0,0,train
The manta ray has a habitat of marine.,1,1,0,0,0,0,0,0,calibration
Human uses for tuna include food.,1,1,0,0,0,0,0,0,train
The leopard has a habitat of marine.,0,1,0,0,0,0,0,0,train
The peacock has a habitat of forest/grassland.,1,1,0,0,0,0,0,0,train
The llama is a mammal.,1,1,0,0,0,0,0,0,calibration
The lobster has a habitat of various.,0,1,0,0,0,0,0,0,train
The elephant has a habitat of grassland.,0,1,0,0,0,0,0,0,train
The flamingo has the atomic number of mammal.,0,1,0,0,0,0,0,0,test
The tuna is a fish.,1,1,0,0,0,0,0,0,train
The polar bear has a diet of carnivore.,1,1,0,0,0,0,0,0,train
"The walrus has long tusks for fighting and digging, and thick blubber for insulation in cold water.",1,1,0,0,0,0,0,0,train
"Human uses for llama include pets, research, pest control.",0,1,0,0,0,0,0,0,train
"Human uses for chimpanzee include research, conservation, entertainment.",1,1,0,0,0,0,0,0,train
Human uses for jellyfish include pest control.,0,1,0,0,0,0,0,0,train
There are no specific human uses for rabbit.,0,1,0,0,0,0,0,0,test
The giant anteater uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The wolverine is a mammal.,1,1,0,0,0,0,0,0,train
The goldfish has a diet of omnivore.,1,1,0,0,0,0,0,0,calibration
"Human uses for frog include conservation, research, zoos.",0,1,0,0,0,0,0,0,train
The goldfish is a fish.,1,1,0,0,0,0,0,0,test
The alpaca has a diet of omnivore.,0,1,0,0,0,0,0,0,train
"The gazelle has slender legs for fast running and can perform high leaps, known as pronking.",1,1,0,0,0,0,0,0,train
"The sea turtle has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs.",1,1,0,0,0,0,0,0,train
"Human uses for narwhal include research, conservation.",1,1,0,0,0,0,0,0,train
The cassowary has a habitat of marine.,0,1,0,0,0,0,0,0,train
"Human uses for peacock include pets, ornamental displays.",1,1,0,0,0,0,0,0,train
