statement,true,animals,cities,companies,elements,facts,generated,inventions,split
The giraffe has a habitat of savanna.,1,1,0,0,0,0,0,0,train
The seagull has the atomic number of mammal.,0,1,0,0,0,0,0,0,train
The snake uses slithering for locomotion.,1,1,0,0,0,0,0,0,train
The jellyfish has a habitat of coastal.,0,1,0,0,0,0,0,0,train
The koala uses walking for locomotion.,1,1,0,0,0,0,0,0,train
There are no specific human uses for armadillo.,1,1,0,0,0,0,0,0,train
The rabbit has a diet of herbivore.,1,1,0,0,0,0,0,0,train
"The walrus has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0,1,0,0,0,0,0,0,train
The hamster has a habitat of coastal.,0,1,0,0,0,0,0,0,train
"The seahorse has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",1,1,0,0,0,0,0,0,train
The mongoose uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The rat uses climbing for locomotion.,0,1,0,0,0,0,0,0,train
The shark has multiple rows of teeth that are continuously replaced throughout its life.,1,1,0,0,0,0,0,0,train
The chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.,1,1,0,0,0,0,0,0,train
The panda has a powerful bite and can go without food for long periods of time.,0,1,0,0,0,0,0,0,train
The penguin has a habitat of mountain.,0,1,0,0,0,0,0,0,train
The eagle uses flying for locomotion.,1,1,0,0,0,0,0,0,train
The rabbit has a habitat of grassland.,1,1,0,0,0,0,0,0,train
The bison is a mammal.,1,1,0,0,0,0,0,0,train
"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1,1,0,0,0,0,0,0,train
The bison has a diet of herbivore.,1,1,0,0,0,0,0,0,train
The narwhal uses jumping for locomotion.,0,1,0,0,0,0,0,0,train
The whale has a habitat of marine.,1,1,0,0,0,0,0,0,train
The dolphin has a habitat of marine.,1,1,0,0,0,0,0,0,train
The rabbit has a diet of carnivore.,0,1,0,0,0,0,0,0,train
The platypus is a mammal.,1,1,0,0,0,0,0,0,train
The cat has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The hamster uses walking for locomotion.,1,1,0,0,0,0,0,0,train
"Human uses for pigeon include pets, research.",0,1,0,0,0,0,0,0,train
The zebra has a habitat of grassland.,1,1,0,0,0,0,0,0,train
The eagle has a habitat of various.,1,1,0,0,0,0,0,0,train
The mongoose is a mammal.,1,1,0,0,0,0,0,0,train
The tortoise uses hopping for locomotion.,0,1,0,0,0,0,0,0,train
The cat has a habitat of domestic/urban.,1,1,0,0,0,0,0,0,train
"Human uses for koala include conservation, research, zoos.",1,1,0,0,0,0,0,0,train
The vulture has a diet of insectivore.,0,1,0,0,0,0,0,0,train
The rhinoceros uses flying for locomotion.,0,1,0,0,0,0,0,0,train
The axolotl has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The vulture has a habitat of grassland.,0,1,0,0,0,0,0,0,train
The squirrel has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The panda has a habitat of freshwater.,0,1,0,0,0,0,0,0,train
"Human uses for otter include research, conservation.",1,1,0,0,0,0,0,0,train
The bee has a habitat of various.,1,1,0,0,0,0,0,0,train
The lobster has the atomic number of mammal.,0,1,0,0,0,0,0,0,train
The gorilla uses knuckle-walking for locomotion.,1,1,0,0,0,0,0,0,train
The polar bear has a diet of omnivore.,0,1,0,0,0,0,0,0,train
The gazelle has a diet of carnivore.,0,1,0,0,0,0,0,0,train
The hamster is a mammal.,1,1,0,0,0,0,0,0,train
The tiger has the atomic number of amphibian.,0,1,0,0,0,0,0,0,train
The rhinoceros has a diet of omnivore.,0,1,0,0,0,0,0,0,train
The narwhal has a habitat of arctic.,1,1,0,0,0,0,0,0,train
The dog has a habitat of domestic/urban.,1,1,0,0,0,0,0,0,train
There are no specific human uses for tortoise.,0,1,0,0,0,0,0,0,train
The alpaca has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The hamster is nocturnal and has large cheek pouches to store and transport food.,1,1,0,0,0,0,0,0,train
The koala has the atomic number of fish.,0,1,0,0,0,0,0,0,train
"Human uses for vulture include work, tourism, conservation.",0,1,0,0,0,0,0,0,train
The kangaroo has a habitat of grasslands.,1,1,0,0,0,0,0,0,train
The wolverine has a habitat of forest.,0,1,0,0,0,0,0,0,train
"The jellyfish has an extremely long neck, which enables it to reach leaves on tall trees.",0,1,0,0,0,0,0,0,train
The leopard has a habitat of forest/grassland.,1,1,0,0,0,0,0,0,train
The jellyfish is a cnidarian.,1,1,0,0,0,0,0,0,train
The shark is a fish.,1,1,0,0,0,0,0,0,train
The hippopotamus has a habitat of freshwater.,1,1,0,0,0,0,0,0,train
The moose uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,1,1,0,0,0,0,0,0,train
"Human uses for leopard include conservation, research, zoos.",1,1,0,0,0,0,0,0,train
The salmon has a habitat of savanna.,0,1,0,0,0,0,0,0,train
The bison has a habitat of grassland.,1,1,0,0,0,0,0,0,train
"Human uses for narwhal include transportation, meat, milk, wool.",0,1,0,0,0,0,0,0,train
The gazelle is a mammal.,1,1,0,0,0,0,0,0,train
The iguana uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The ostrich has a habitat of forest.,0,1,0,0,0,0,0,0,train
The octopus has the atomic number of fish.,0,1,0,0,0,0,0,0,train
The tarantula has a habitat of various.,1,1,0,0,0,0,0,0,train
"Human uses for lion include pets, research, pest control.",0,1,0,0,0,0,0,0,train
The peacock has a diet of omnivore.,1,1,0,0,0,0,0,0,train
The goat has a habitat of farmland.,1,1,0,0,0,0,0,0,train
The armadillo has a diet of herbivore.,0,1,0,0,0,0,0,0,train
The moose has a habitat of freshwater/marine.,0,1,0,0,0,0,0,0,train
"Human uses for seahorse include research, conservation.",1,1,0,0,0,0,0,0,train
The tarantula has a diet of carnivore.,0,1,0,0,0,0,0,0,train
The slug has a habitat of various.,1,1,0,0,0,0,0,0,train
The chicken has a comb and wattles on its head for thermoregulation.,1,1,0,0,0,0,0,0,train
The leopard has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The bison has the atomic number of amphibian.,0,1,0,0,0,0,0,0,train
There are no specific human uses for pigeon.,1,1,0,0,0,0,0,0,train
"Human uses for aardvark include research, entertainment, therapy.",0,1,0,0,0,0,0,0,train
The dog has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The lion uses running for locomotion.,0,1,0,0,0,0,0,0,train
"The eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,1,0,0,0,0,0,0,train
The cat has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The hedgehog uses walking for locomotion.,1,1,0,0,0,0,0,0,train
There are no specific human uses for seagull.,1,1,0,0,0,0,0,0,train
The mongoose has a habitat of grassland.,0,1,0,0,0,0,0,0,train
The axolotl uses swimming for locomotion.,1,1,0,0,0,0,0,0,train
There are no specific human uses for cheetah.,0,1,0,0,0,0,0,0,train
The cat uses running for locomotion.,0,1,0,0,0,0,0,0,train
The skunk uses flying for locomotion.,0,1,0,0,0,0,0,0,train
The skunk has a diet of herbivore.,0,1,0,0,0,0,0,0,train
The rabbit uses running for locomotion.,0,1,0,0,0,0,0,0,train
The penguin uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The llama uses flying for locomotion.,0,1,0,0,0,0,0,0,train
The slug uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The flamingo has a habitat of mountain bamboo forest.,0,1,0,0,0,0,0,0,train
The tarantula has a diet of insectivore.,1,1,0,0,0,0,0,0,train
The seahorse has a diet of insectivore.,0,1,0,0,0,0,0,0,train
The hippopotamus is a mammal.,1,1,0,0,0,0,0,0,train
The llama has a diet of insectivore.,0,1,0,0,0,0,0,0,train
The swan has a diet of herbivore.,1,1,0,0,0,0,0,0,train
Human uses for bat include pest control.,1,1,0,0,0,0,0,0,train
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees.",1,1,0,0,0,0,0,0,train
The giant anteater is a mammal.,1,1,0,0,0,0,0,0,train
"The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",1,1,0,0,0,0,0,0,train
The chicken has the atomic number of mammal.,0,1,0,0,0,0,0,0,train
The platypus has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The octopus is a mollusk.,1,1,0,0,0,0,0,0,train
"Human uses for tarantula include pets, research.",1,1,0,0,0,0,0,0,train
The rhinoceros uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The otter is a mammal.,1,1,0,0,0,0,0,0,train
The peacock uses running for locomotion.,0,1,0,0,0,0,0,0,train
"The giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",1,1,0,0,0,0,0,0,train
"Human uses for beaver include fur, research.",1,1,0,0,0,0,0,0,train
The eagle has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The gorilla has a habitat of savanna.,0,1,0,0,0,0,0,0,train
The walrus is a mammal.,1,1,0,0,0,0,0,0,train
The lion uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The chimpanzee has a habitat of forest.,1,1,0,0,0,0,0,0,train
The cheetah uses running for locomotion.,1,1,0,0,0,0,0,0,train
The hummingbird has the atomic number of mammal.,0,1,0,0,0,0,0,0,train
Human uses for gorilla include food.,0,1,0,0,0,0,0,0,train
The beaver has a diet of carnivore.,0,1,0,0,0,0,0,0,train
There are no specific human uses for slug.,1,1,0,0,0,0,0,0,train
The giraffe has the atomic number of crustacean.,0,1,0,0,0,0,0,0,train
The dog has a diet of omnivore.,1,1,0,0,0,0,0,0,train
"Human uses for bee include conservation, research, zoos.",0,1,0,0,0,0,0,0,train
"Human uses for flamingo include conservation, research, zoos.",0,1,0,0,0,0,0,0,train
The koala has a habitat of savanna.,0,1,0,0,0,0,0,0,train
"Human uses for bee include pollination, honey production.",1,1,0,0,0,0,0,0,train
The hamster has a diet of omnivore.,1,1,0,0,0,0,0,0,train
"Human uses for gorilla include conservation, research, zoos.",1,1,0,0,0,0,0,0,train
The frog has a habitat of forest/urban.,0,1,0,0,0,0,0,0,train
The tapir has a diet of herbivore.,1,1,0,0,0,0,0,0,train
The bat is the only mammal capable of sustained flight and uses echolocation to navigate.,1,1,0,0,0,0,0,0,train
The narwhal has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The moose has a diet of omnivore.,0,1,0,0,0,0,0,0,train
The gecko uses climbing for locomotion.,1,1,0,0,0,0,0,0,train
"The hedgehog has thick, luxurious wool and is a smaller relative of the llama.",0,1,0,0,0,0,0,0,train
The llama has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The giraffe has a diet of herbivore.,1,1,0,0,0,0,0,0,train
"Human uses for rat include pets, research, pest control.",1,1,0,0,0,0,0,0,train
There are no specific human uses for squirrel.,1,1,0,0,0,0,0,0,train
The leopard uses flying for locomotion.,0,1,0,0,0,0,0,0,train
The peacock has an iridescent tail with eye-like patterns used in courtship displays.,1,1,0,0,0,0,0,0,train
The dog is a mammal.,1,1,0,0,0,0,0,0,train
The mongoose has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The aardvark uses walking/swimming for locomotion.,0,1,0,0,0,0,0,0,train
The alpaca has webbed feet for swimming and can drink both fresh and saltwater.,0,1,0,0,0,0,0,0,train
The rhinoceros is a mammal.,1,1,0,0,0,0,0,0,train
The moose is a mammal.,1,1,0,0,0,0,0,0,train
The seagull has a diet of herbivore.,0,1,0,0,0,0,0,0,train
The manta ray is a fish.,1,1,0,0,0,0,0,0,train
"Human uses for giraffe include pets, research.",0,1,0,0,0,0,0,0,train
The lobster has a diet of nectar.,0,1,0,0,0,0,0,0,train
The horse has a diet of herbivore.,1,1,0,0,0,0,0,0,train
The gazelle has a habitat of forest/grassland.,0,1,0,0,0,0,0,0,train
The gorilla has a diet of carnivore.,0,1,0,0,0,0,0,0,train
The dog is flightless and has adapted flippers for swimming.,0,1,0,0,0,0,0,0,train
The shark has a habitat of urban/wild.,0,1,0,0,0,0,0,0,train
The narwhal has a diet of herbivore.,0,1,0,0,0,0,0,0,train
"The octopus has three hearts, nine brains, and can change color and texture for camouflage.",1,1,0,0,0,0,0,0,train
"Human uses for panda include pets, research.",0,1,0,0,0,0,0,0,train
The otter uses walking for locomotion.,0,1,0,0,0,0,0,0,train
The ostrich has the atomic number of fish.,0,1,0,0,0,0,0,0,train
The bee has a habitat of urban/wild.,0,1,0,0,0,0,0,0,train
The gorilla is the largest primate and exhibits complex social behavior.,1,1,0,0,0,0,0,0,train
The porcupine has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The tapir has a diet of carnivore.,0,1,0,0,0,0,0,0,train
"The seahorse has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",0,1,0,0,0,0,0,0,train
"The squirrel is known for its bright colors, intelligence, and ability to mimic human speech.",0,1,0,0,0,0,0,0,train
The flamingo has a diet of omnivore.,0,1,0,0,0,0,0,0,train
"The tarantula has distinctive black and white stripes, which may help deter flies and provide camouflage.",0,1,0,0,0,0,0,0,train
"The tapir spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",0,1,0,0,0,0,0,0,train
The leopard is a mammal.,1,1,0,0,0,0,0,0,train
The gorilla has the atomic number of amphibian.,0,1,0,0,0,0,0,0,train
The penguin has a diet of carnivore.,1,1,0,0,0,0,0,0,train
The gazelle has the atomic number of mollusk.,0,1,0,0,0,0,0,0,train
The cat uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The bat has the atomic number of bird.,0,1,0,0,0,0,0,0,train
There are no specific human uses for octopus.,1,1,0,0,0,0,0,0,train
The narwhal has a habitat of desert.,0,1,0,0,0,0,0,0,train
"The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1,1,0,0,0,0,0,0,train
The salmon uses flying for locomotion.,0,1,0,0,0,0,0,0,train
The slug has long ears for detecting predators and strong hind legs for escaping.,0,1,0,0,0,0,0,0,train
"Human uses for bat include tourism, zoos.",0,1,0,0,0,0,0,0,train
"Human uses for giant anteater include tourism, zoos, meat, feathers.",0,1,0,0,0,0,0,0,train
"Human uses for beaver include tourism, zoos, meat.",0,1,0,0,0,0,0,0,train
The pigeon is a bird.,1,1,0,0,0,0,0,0,train
The hippopotamus has a diet of carnivore.,0,1,0,0,0,0,0,0,train
The lobster uses running for locomotion.,0,1,0,0,0,0,0,0,train
The rhinoceros has the atomic number of reptile.,0,1,0,0,0,0,0,0,train
The alpaca uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The slug uses sliding for locomotion.,1,1,0,0,0,0,0,0,train
"The aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",1,1,0,0,0,0,0,0,train
The chimpanzee has a diet of carnivore.,0,1,0,0,0,0,0,0,train
The wolverine uses swimming for locomotion.,0,1,0,0,0,0,0,0,train
The crocodile is a reptile.,1,1,0,0,0,0,0,0,train
"The bat has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",0,1,0,0,0,0,0,0,train
"The vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",1,1,0,0,0,0,0,0,train
The narwhal is a mammal.,1,1,0,0,0,0,0,0,train
The deer uses flying for locomotion.,0,1,0,0,0,0,0,0,train
The squirrel uses walking/jumping for locomotion.,1,1,0,0,0,0,0,0,train
The jellyfish uses drifting for locomotion.,1,1,0,0,0,0,0,0,train
The bee has a diet of herbivore.,0,1,0,0,0,0,0,0,train
The vulture has the atomic number of fish.,0,1,0,0,0,0,0,0,train
"Human uses for kangaroo include tourism, zoos, meat.",1,1,0,0,0,0,0,0,train
The giraffe is a mammal.,1,1,0,0,0,0,0,0,train
The elephant has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The rabbit has long ears for detecting predators and strong hind legs for escaping.,1,1,0,0,0,0,0,0,train
The hamster has a diet of herbivore.,0,1,0,0,0,0,0,0,train
There are no specific human uses for jellyfish.,1,1,0,0,0,0,0,0,train
"The snake is the largest deer species and has broad, flat antlers that are shed and regrown annually.",0,1,0,0,0,0,0,0,train
The cassowary has a diet of omnivore.,1,1,0,0,0,0,0,0,train
"Human uses for peacock include research, conservation.",0,1,0,0,0,0,0,0,train
The hedgehog has a habitat of grassland.,0,1,0,0,0,0,0,0,train
The skunk has the atomic number of reptile.,0,1,0,0,0,0,0,0,train
"Human uses for wolverine include conservation, research, zoos.",0,1,0,0,0,0,0,0,train
The tortoise uses walking for locomotion.,1,1,0,0,0,0,0,0,train
The cheetah can jump long distances and has a bushy tail for balance.,0,1,0,0,0,0,0,0,train
"The parrot has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0,1,0,0,0,0,0,0,train
"Human uses for dog include pets, service animals, herding, hunting, therapy.",1,1,0,0,0,0,0,0,train
The bat uses walking for locomotion.,0,1,0,0,0,0,0,0,train
"The kangaroo has a pouch for carrying and nursing its young, called joeys.",1,1,0,0,0,0,0,0,train
The llama has a habitat of mountain.,1,1,0,0,0,0,0,0,train
The sparrow is a bird.,1,1,0,0,0,0,0,0,train
The zebra has a diet of insectivore.,0,1,0,0,0,0,0,0,train
"Human uses for mongoose include tourism, research.",0,1,0,0,0,0,0,0,train
The goat is a mammal.,1,1,0,0,0,0,0,0,train
"Human uses for tortoise include pets, zoos.",1,1,0,0,0,0,0,0,train
The tapir has the atomic number of bird.,0,1,0,0,0,0,0,0,train
The chimpanzee has a diet of omnivore.,1,1,0,0,0,0,0,0,train
